No,Nama Prodi,Nama PT,Jenjang,LLDikti,
6297,Manajemen,Sekolah Tinggi Ilmu Ekonomi Galileo,S1,10,
6298,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ganesha,S1,3,
6299,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ganesha,S2,3,
6300,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Ganesha,S1,3,
6301,Manajemen,Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,S1,4,
6302,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,S1,4,
6303,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Gempol,S1,7,
6304,Manajemen,Sekolah Tinggi Ilmu Ekonomi Gempol,S1,7,
6305,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Gentiaras,S1,2,
6306,Manajemen,Sekolah Tinggi Ilmu Ekonomi Gentiaras,S1,2,
6307,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Gici,S1,4,
6308,Manajemen Pemasaran,Sekolah Tinggi Ilmu Ekonomi Gici,D-III,4,
6309,Manajemen,Sekolah Tinggi Ilmu Ekonomi Gici,S2,4,
6310,Manajemen,Sekolah Tinggi Ilmu Ekonomi Gici,S1,4,
6311,Manajemen,Sekolah Tinggi Ilmu Ekonomi Graha Karya Muara Bulian,S1,10,
6312,Manajemen,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,S1,1,
6313,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,S1,1,
6314,Manajemen,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,S1,10,
6315,Akuntansi,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,S1,10,
6316,Manajemen,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,S2,10,
6317,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Haji Agus Salim,D-III,10,
6318,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,S1,4,
6319,Manajemen,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,S1,4,
6320,Manajemen,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,S1,4,
6321,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,S1,4,
6322,Akuntansi,Sekolah Tinggi Ilmu Ekonomi IBBI,S1,1,
6323,Manajemen,Sekolah Tinggi Ilmu Ekonomi IBBI,S1,1,
6324,Manajemen,Sekolah Tinggi Ilmu Ekonomi IBMT,S1,7,
6325,Manajemen,Sekolah Tinggi Ilmu Ekonomi IBMT,S2,7,
6326,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ibnusina,S1,10,
6327,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Ichsan,S1,16,
6328,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ichsan,S1,16,
6329,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Ichsan Sidenreng Rappang,S1,9,
6330,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ichsan Sidenreng Rappang,S1,9,
6331,Akuntansi,Sekolah Tinggi Ilmu Ekonomi IEU,S1,7,
6332,Manajemen,Sekolah Tinggi Ilmu Ekonomi IEU,S1,7,
6333,Manajemen,Sekolah Tinggi Ilmu Ekonomi IEU,S2,7,
6334,Manajemen,Sekolah Tinggi Ilmu Ekonomi IGI,S1,3,
6335,Akuntansi,Sekolah Tinggi Ilmu Ekonomi IGI,S1,3,
6336,Manajemen,Sekolah Tinggi Ilmu Ekonomi IGI,S2,3,
6337,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indocakti,S1,7,
6338,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indocakti,S1,7,
6339,Manajemen,Sekolah TInggi Ilmu Ekonomi Indonesia Banjarmasin,S1,11,
6340,Akuntansi,Sekolah TInggi Ilmu Ekonomi Indonesia Banjarmasin,S1,11,
6341,Manajemen,Sekolah TInggi Ilmu Ekonomi Indonesia Banjarmasin,S2,11,
6342,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Banking School,S1,3,
6343,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Banking School,S1,3,
6344,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,S1,3,
6345,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,S2,3,
6346,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,S1,3,
6347,Manajemen Perdagangan,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,D-III,3,
6348,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,S2,3,
6349,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,D-III,3,
6350,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,S1,9,
6351,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,S1,9,
6352,Manajemen Perkantoran,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,D-III,7,
6353,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,S1,7,
6354,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,S1,1,
6355,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,D-III,1,
6356,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun,S2,4,
6357,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun,S1,4,
6358,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),S1,4,
6359,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,S1,11,
6360,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,D-III,11,
6361,Ilmu Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S3,7,
6362,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S2,7,
6363,Profesi Akuntan,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,Profesi,7,
6364,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S1,7,
6365,Manajemen Perpajakan,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,D-III,7,
6366,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S2,7,
6367,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S1,7,
6368,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,D-III,7,
6369,Manajemen,Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,S1,10,
6370,Manajemen,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,S1,4,
6371,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,D-III,4,
6372,Manajemen,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta,S2,3,
6373,Manajemen,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta,S1,3,
6374,Manajemen,Sekolah Tinggi Ilmu Ekonomi ISM,S1,4,
6375,Manajemen,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,S1,5,
6376,Manajemen Pemasaran,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,D-III,5,
6377,Akuntansi,Sekolah Tinggi Ilmu Ekonomi ITMI Medan,S1,1,
6378,Manajemen,Sekolah Tinggi Ilmu Ekonomi ITMI Medan,S1,1,
6379,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jakarta International College,S1,3,
6380,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jambi,S1,10,
6381,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Jambi,S1,10,
6382,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Jaya Negara,S1,7,
6383,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jaya Negara,S2,7,
6384,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jaya Negara,S1,7,
6385,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Jayakarta,D-III,3,
6386,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jayakarta,S1,3,
6387,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Jayakarta,S1,3,
6388,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Jayakusuma,S1,3,
6389,Manajemen,Sekolah Tinggi Ilmu Ekonomi Jayakusuma Jakarta,S1,3,
6390,Keuangan Dan Perbankan,Sekolah Tinggi Ilmu Ekonomi Jembatan Bulan,D-III,14,
6391,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Jembatan Bulan,S1,14,
6392,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kalpataru,S1,4,
6393,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kalpataru,S1,4,
6394,Manajemen,Sekolah Tinggi Ilmu Ekonomi Karya,S1,15,
6395,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Karya,S1,15,
6396,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,S1,3,
6397,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,S1,3,
6398,Akuntansi,Sekolah Tinggi Ilmu Ekonomi KBP,S1,10,
6399,Manajemen,Sekolah Tinggi Ilmu Ekonomi KBP,S1,10,
6400,Manajemen,Sekolah Tinggi Ilmu Ekonomi KBP,S2,10,
6401,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kertanegara,S1,7,
6402,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kesatuan,D-III,4,
6403,Keuangan Dan Perbankan,Sekolah Tinggi Ilmu Ekonomi Kesatuan,D-III,4,
6404,Manajemen Pemasaran,Sekolah Tinggi Ilmu Ekonomi Kesatuan,D-III,4,
6405,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kesatuan,S1,4,
6406,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kesatuan,S1,4,
6407,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,S1,7,
6408,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,S1,7,
6409,Perpajakan,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,D-III,7,
6410,Manajemen,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,S1,7,
6411,Akuntansi,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,S1,7,
6412,Manajemen,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,S1,7,
6413,Keuangan Dan Perbankan,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,D-III,7,
6414,Manajemen,Sekolah Tinggi Ilmu Ekonomi Krakatau,S1,2,
6415,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,S1,4,
6416,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,S1,4,
6417,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas,S1,11,
6418,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,S1,3,
6419,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,S1,3,
6420,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,D-III,3,
6421,Manajemen,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,S2,3,
6422,Manajemen,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,S2,4,
6423,Akuntansi,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,S1,4,
6424,Manajemen,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,S1,4,
6425,Manajemen,Sekolah Tinggi Ilmu Ekonomi Lamaddukelleng,S1,9,
6426,Manajemen,Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,S1,9,
6427,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Lamappoleonro,D-III,9,
6428,Manajemen,Sekolah Tinggi Ilmu Ekonomi Lampung Timur,S1,2,
6429,Manajemen,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,S1,4,
6430,Keuangan Dan Perbankan,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,D-III,4,
6431,Manajemen,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,S2,4,
6432,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,D-III,2,
6433,Manajemen,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,S1,2,
6434,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,S1,13,
6435,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,S1,13,
6436,Akuntansi,Sekolah Tinggi Ilmu Ekonomi LMII,D-III,1,
6437,Manajemen,Sekolah Tinggi Ilmu Ekonomi LMII,S1,1,
6438,Akuntansi,Sekolah Tinggi Ilmu Ekonomi LPI Makassar,S1,9,
6439,Manajemen,Sekolah Tinggi Ilmu Ekonomi Madani Balikpapan,S1,11,
6440,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Madani Balikpapan,S1,11,
6441,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mahardhika,S2,7,
6442,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mahardhika,S1,7,
6443,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mahardhika,S1,7,
6444,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mah-eisa,D-III,14,
6445,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mah-eisa,S1,14,
6446,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mahkota Tricom Unggul,D-III,1,
6447,Manajemen,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,S1,9,
6448,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,S1,9,
6449,Manajemen,Sekolah Tinggi Ilmu Ekonomi Makassar Maju,S1,9,
6450,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Makassar Maju,S1,9,
6451,Akuntan,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,Profesi,7,
6452,Manajemen,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,S1,7,
6453,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,S1,7,
6454,Manajemen,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,S2,7,
6455,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Manajemen Bisnis Indonesia,S1,3,
6456,Manajemen,Sekolah Tinggi Ilmu Ekonomi Manajemen Industri Dan Jasa Indonesia,S1,3,
6457,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mandala,S1,7,
6458,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mandala,S2,7,
6459,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mandala,S1,7,
6460,Keuangan Dan Perbankan,Sekolah Tinggi Ilmu Ekonomi Mandala,D-III,7,
6461,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Mandala,S1,7,
6462,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mars,S1,1,
6463,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mars,S1,1,
6464,Manajemen,Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,S1,3,
6465,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda,S1,4,
6466,Manajemen,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang,S1,4,
6467,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mikroskil,S1,1,
6468,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mikroskil,S1,1,
6469,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia,S1,5,
6470,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia,S2,5,
6471,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muara Teweh,S1,11,
6472,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Asahan,S1,1,
6473,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung,S1,4,
6474,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung,S1,4,
6475,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,S1,6,
6476,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,S1,6,
6477,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,D-III,6,
6478,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,S1,3,
6479,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,S1,3,
6480,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,D-III,3,
6481,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jambi,S1,10,
6482,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,S1,2,
6483,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kisaran,S1,1,
6484,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,S1,9,
6485,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,S1,9,
6486,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo,S1,9,
6487,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo,S1,9,
6488,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,S1,2,
6489,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Samarinda,S1,11,
6490,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,S1,11,
6491,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,S1,11,
6492,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,S1,11,
6493,Manajemen,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,S1,7,
6494,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mujahidin,S1,16,
6495,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Mujahidin,S1,16,
6496,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,S1,2,
6497,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,S1,2,
6498,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,S1,4,
6499,Manajemen,Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,S1,11,
6500,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,S1,11,
6501,Manajemen,Sekolah Tinggi Ilmu Ekonomi Multi Data Palembang,S1,2,
6502,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Multi Data Palembang,S1,2,
6503,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nasional,S1,8,
6504,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,S1,11,
6505,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,S1,11,
6506,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,S1,3,
6507,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,S1,3,
6508,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nasional Samarinda,S1,11,
6509,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nganjuk,S1,7,
6510,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nganjuk,S1,7,
6511,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nobel Indonesia Makassar,S1,9,
6512,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nu Trate,S1,7,
6513,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nu Trate,D-III,7,
6514,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa,S1,1,
6515,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa,S1,1,
6516,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nusa Megarkencana,S1,5,
6517,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nusa Megarkencana,S1,5,
6518,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,S1,9,
6519,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,S1,9,
6520,Manajemen,Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,S1,11,
6521,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,S1,11,
6522,Manajemen,Sekolah Tinggi Ilmu Ekonomi Oemathonis,S1,15,
6523,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Oemathonis,S1,15,
6524,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Ottow &amp; Geissler Serui,S1,14,
6525,Manajemen,Sekolah Tinggi Ilmu Ekonomi Ottow &amp; Geissler Serui,S1,14,
6526,Ekonomi Pembangunan,Sekolah Tinggi Ilmu Ekonomi Palangka Raya,S1,11,
6527,Manajemen,Sekolah Tinggi Ilmu Ekonomi Palangka Raya,S1,11,
6528,Manajemen,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,S1,16,
6529,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,S1,16,
6530,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pancasetia,S1,11,
6531,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pancasetia,S1,11,
6532,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pancasetia,S2,11,
6533,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,S1,4,
6534,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,S1,4,
6535,Manajemen,Sekolah Tinggi Ilmu Ekonomi Paripurna,S1,4,
6536,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Paripurna,D-III,4,
6537,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pariwisata,S1,16,
6538,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,S1,5,
6539,Perhotelan,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,D-III,6,
6540,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,S2,6,
6541,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,S1,6,
6542,Pariwisata,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,S1,6,
6543,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pariwisata Manado,S1,16,
6544,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,S1,4,
6545,Usaha Perjalanan Wisata,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,D-III,4,
6546,Perhotelan,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,D-III,4,
6547,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pasaman,S1,10,
6548,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pasundan,S1,4,
6549,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pasundan,S1,4,
6550,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pasundan,S2,4,
6551,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pasundan,D-III,4,
6552,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa,D-III,4,
6553,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa,S1,4,
6554,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pelita Indonesia,S2,10,
6555,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pelita Indonesia,D-III,10,
6556,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pelita Indonesia,S1,10,
6557,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pelita Indonesia,S1,10,
6558,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,S1,6,
6559,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,S1,6,
6560,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pembangunan Indonesia,S1,9,
6561,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pembangunan Nasional,S1,1,
6562,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pembangunan Nasional,D-III,1,
6563,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pembangunan Tanjungpinang,S1,10,
6564,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pembangunan Tanjungpinang,S1,10,
6565,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pemuda,S1,7,
6566,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pemuda,D-III,7,
6567,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pengembangan Bisnis Dan Manajemen,S1,3,
6568,Manajemen,Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,S1,4,
6569,Manajemen Pemasaran,Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,D-III,4,
6570,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,D-III,4,
6571,Ekonomi Syariah,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,S1,7,
6572,Manajemen,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,S1,7,
6573,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,S1,7,
6574,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,D-III,7,
6575,Manajemen,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,S2,7,
6576,Perbankan Dan Keuangan,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,D-III,7,
6577,Manajemen,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia,S1,10,
6578,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia,S1,10,
6579,Manajemen,Sekolah Tinggi Ilmu Ekonomi Perdagangan,S1,10,
6580,Manajemen,Sekolah Tinggi Ilmu Ekonomi Persada Bunda,S1,10,
6581,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Persada Bunda,D-III,10,
6582,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Persada Bunda,S1,10,
6583,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pertiba,S1,2,
6584,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pertiba,S2,2,
6585,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pertiwi,S1,4,
6586,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pertiwi,S1,4,
6587,Manajemen,Sekolah Tinggi Ilmu Ekonomi Petra,S1,16,
6588,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Petra,S1,16,
6589,Manajemen,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara,S1,7,
6590,Akuntansi,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara,S1,7,
6591,Manajemen,Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi,S1,4,
6592,Akuntansi,Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi,S1,4,
6593,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pioner Manado,S1,16,
6594,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pioner Manado,S1,16,
6595,Manajemen,Sekolah Tinggi Ilmu Ekonomi Pontianak,S1,11,
6596,Akuntansi,Sekolah Tinggi Ilmu Ekonomi Pontianak,S1,11,
